হ,ও,য,়,া,$,COPY	হ,ও,য,়,া
ঘ,া,ম,া,ন,ো,$,V,PROG,3,INFM,PRS	ঘ,া,ম,া,চ,্,ছ,ো
ু,আ,ট,া,ন,ো,$,COPY	ু,আ,ট,া,ন,ো
ু,আ,ট,া,ন,ো,$,V,2,POL,PRS	ু,আ,ট,া,য,়
ঘ,া,আ,ঁ,ন,ো,$,COPY	ঘ,া,আ,ঁ,ন,ো
ঘ,া,আ,ঁ,ন,ো,$,V,PROG,3,POL,PST	ঘ,া,আ,ঁ,চ,্,ছ,ি,ল,ে,ন
ড,া,ছ,া,ন,ো,$,COPY	ড,া,ছ,া,ন,ো
ড,া,ছ,া,ন,ো,$,V,2,PRS,LGSPEC1	ড,া,ছ,া,স
ঘ,া,ম,া,ন,ো,$,V,2,POL,FUT	ঘ,া,ম,া,ব,ে
ঘ,া,ম,া,ন,ো,$,V,PRF,3,POL,PST	ঘ,া,ম,ি,য,়,ে,ছ,ি,ল,ে,ন
ঘ,া,ম,ধ,ন,ো,$,COPY	ঘ,া,ম,ধ,ন,ো
ঘ,া,ম,ধ,ন,ো,$,V,PROG,2,PRS,LGSPEC1	ঘ,া,ম,ধ,চ,্,ছ,ি,স
ঘ,া,ম,া,ম,ো,$,COPY	ঘ,া,ম,া,ম,ো
ঘ,া,ম,া,ম,ো,$,V,3,POL,PRS	ঘ,া,ম,া,ম
ক,া,ম,ঘ,ন,ো,$,COPY	ক,া,ম,ঘ,ন,ো
ক,া,ম,ঘ,ন,ো,$,V,1,PST	ক,া,ম,ঘ,ল,া,ম
ঘ,া,ম,া,ন,ো,$,V,2,PST,LGSPEC1	ঘ,া,ম,া,ল,ি
ঘ,ঁ,ৃ,া,ন,ো,$,COPY	ঘ,ঁ,ৃ,া,ন,ো
ঘ,ঁ,ৃ,া,ন,ো,$,V,1,PRS	ঘ,ঁ,ৃ,া,ই
ঘ,়,ত,া,ন,ো,$,COPY	ঘ,়,ত,া,ন,ো
ঘ,়,ত,া,ন,ো,$,V,PROG,2,POL,PRS	ঘ,়,ত,া,চ,্,ছ,ে
ব,্,ও,্,হ,া,র, ,ক,র,া,$,COPY	ব,্,ও,্,হ,া,র, ,ক,র,া
ব,্,ও,্,হ,া,র, ,ক,র,া,$,V,PRF,3,POL,PRS	ব,্,ও,্,হ,া,র, ,ক,র,ে,ছ,ে,ন
ব,্,য,ঝ,ক,া,র, ,ক,র,া,$,COPY	ব,্,য,ঝ,ক,া,র, ,ক,র,া
ব,্,য,ঝ,ক,া,র, ,ক,র,া,$,V,3,POL,FUT	ব,্,য,ঝ,ক,া,র, ,ক,র,ব,ে,ন
ব,ী,য,ড,হ,ভ,র, ,ক,র,া,$,COPY	ব,ী,য,ড,হ,ভ,র, ,ক,র,া
ব,ী,য,ড,হ,ভ,র, ,ক,র,া,$,V,3,INFM,FUT	ব,ী,য,ড,হ,ভ,র, ,ক,র,ব,ে
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,HAB,2,POL,PST	ব,্,য,ব,হ,া,র, ,ক,র,ত,ো
ব,্,য,ব,া,ফ,র, ,ক,র,া,$,COPY	ব,্,য,ব,া,ফ,র, ,ক,র,া
ব,্,য,ব,া,ফ,র, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	ব,্,য,ব,া,ফ,র, ,ক,র,ছ,ি,স
ব,্,য,উ,ু,া,র, ,ক,র,া,$,COPY	ব,্,য,উ,ু,া,র, ,ক,র,া
ব,্,য,উ,ু,া,র, ,ক,র,া,$,V,2,POL,PRS	ব,্,য,উ,ু,া,র, ,ক,র,ে
ব,্,ঝ,ব,ক,া,র, ,ক,র,া,$,COPY	ব,্,ঝ,ব,ক,া,র, ,ক,র,া
ব,্,ঝ,ব,ক,া,র, ,ক,র,া,$,V,PROG,1,PST	ব,্,ঝ,ব,ক,া,র, ,ক,র,ছ,ি,ল,া,ম
ব,্,স,ব,হ,া,র, ,ক,র,া,$,COPY	ব,্,স,ব,হ,া,র, ,ক,র,া
ব,্,স,ব,হ,া,র, ,ক,র,া,$,V,3,POL,PST	ব,্,স,ব,হ,া,র, ,ক,র,ল,ে,ন
ব,্,শ,ব,হ,ও,র, ,ক,র,া,$,COPY	ব,্,শ,ব,হ,ও,র, ,ক,র,া
ব,্,শ,ব,হ,ও,র, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	ব,্,শ,ব,হ,ও,র, ,ক,র,ে,ছ,ি,স
ব,ছ,য,ব,হ,শ,র, ,ক,র,া,$,COPY	ব,ছ,য,ব,হ,শ,র, ,ক,র,া
ব,ছ,য,ব,হ,শ,র, ,ক,র,া,$,V,2,POL,PST	ব,ছ,য,ব,হ,শ,র, ,ক,র,ল,ো
ব,্,্,্,হ,ৃ,র, ,ক,র,া,$,COPY	ব,্,্,্,হ,ৃ,র, ,ক,র,া
ব,্,্,্,হ,ৃ,র, ,ক,র,া,$,V,PROG,3,POL,PST	ব,্,্,্,হ,ৃ,র, ,ক,র,ছ,ি,ল,ে,ন
ব,্,়,স,্,া,র, ,ক,র,া,$,COPY	ব,্,়,স,্,া,র, ,ক,র,া
ব,্,়,স,্,া,র, ,ক,র,া,$,V,HAB,3,INFM,PST	ব,্,়,স,্,া,র, ,ক,র,ত,ে
ব,্,য,ণ,হ,া,র, ,ক,র,া,$,COPY	ব,্,য,ণ,হ,া,র, ,ক,র,া
ব,্,য,ণ,হ,া,র, ,ক,র,া,$,V,PRF,2,POL,PST	ব,্,য,ণ,হ,া,র, ,ক,র,ে,ছ,ি,ল,ো
ব,্,য,ব,হ,শ,র, ,ক,র,া,$,COPY	ব,্,য,ব,হ,শ,র, ,ক,র,া
ব,্,য,ব,হ,শ,র, ,ক,র,া,$,V,PROG,2,POL,PRS	ব,্,য,ব,হ,শ,র, ,ক,র,ছ,ে
ব,প,এ,ব,র,া,র, ,ক,র,া,$,COPY	ব,প,এ,ব,র,া,র, ,ক,র,া
ব,প,এ,ব,র,া,র, ,ক,র,া,$,V,NFIN	ব,প,এ,ব,র,া,র, ,ক,র,ত,ে
ব,্,য,ঁ,হ,া,র, ,ক,র,া,$,COPY	ব,্,য,ঁ,হ,া,র, ,ক,র,া
ব,্,য,ঁ,হ,া,র, ,ক,র,া,$,V,PROG,3,INFM,PRS	ব,্,য,ঁ,হ,া,র, ,ক,র,ছ,ো
ব,ো,া,ব,ঙ,ঠ,র, ,ক,র,া,$,COPY	ব,ো,া,ব,ঙ,ঠ,র, ,ক,র,া
ব,ো,া,ব,ঙ,ঠ,র, ,ক,র,া,$,V,1,PRS	ব,ো,া,ব,ঙ,ঠ,র, ,ক,র,ি
ব,়,়,ব,হ,া,র, ,ক,র,া,$,COPY	ব,়,়,ব,হ,া,র, ,ক,র,া
ব,়,়,ব,হ,া,র, ,ক,র,া,$,V,PRF,3,INFM,PST	ব,়,়,ব,হ,া,র, ,ক,র,ে,ছ,ি,ল,ে
ব,খ,গ,ভ,হ,উ,র, ,ক,র,া,$,COPY	ব,খ,গ,ভ,হ,উ,র, ,ক,র,া
ব,খ,গ,ভ,হ,উ,র, ,ক,র,া,$,V,2,PRS,LGSPEC1	ব,খ,গ,ভ,হ,উ,র, ,ক,র,ি,স
ব,ক,প,গ,হ,া,র, ,ক,র,া,$,COPY	ব,ক,প,গ,হ,া,র, ,ক,র,া
ব,ক,প,গ,হ,া,র, ,ক,র,া,$,V,1,PST	ব,ক,প,গ,হ,া,র, ,ক,র,ল,া,ম
ব,্,য,ব,ন,প,র, ,ক,র,া,$,COPY	ব,্,য,ব,ন,প,র, ,ক,র,া
ব,্,য,ব,ন,প,র, ,ক,র,া,$,V,PROG,3,POL,PRS	ব,্,য,ব,ন,প,র, ,ক,র,ছ,ে,ন
ব,ণ,য,্,অ,া,র, ,ক,র,া,$,COPY	ব,ণ,য,্,অ,া,র, ,ক,র,া
ব,ণ,য,্,অ,া,র, ,ক,র,া,$,V,PRF,3,INFM,PRS	ব,ণ,য,্,অ,া,র, ,ক,র,ে,ছ,ো
ব,উ,য,ব,শ,অ,র, ,ক,র,া,$,COPY	ব,উ,য,ব,শ,অ,র, ,ক,র,া
ব,উ,য,ব,শ,অ,র, ,ক,র,া,$,V,PRF,2,PST,LGSPEC1	ব,উ,য,ব,শ,অ,র, ,ক,র,ে,ছ,ি,ল,ি
ব,ঝ,গ,ব,হ,ও,র, ,ক,র,া,$,COPY	ব,ঝ,গ,ব,হ,ও,র, ,ক,র,া
ব,ঝ,গ,ব,হ,ও,র, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	ব,ঝ,গ,ব,হ,ও,র, ,ক,র,ত,ি,স
ব,এ,য,ব,প,ত,র, ,ক,র,া,$,COPY	ব,এ,য,ব,প,ত,র, ,ক,র,া
ব,এ,য,ব,প,ত,র, ,ক,র,া,$,V,PROG,2,POL,PST	ব,এ,য,ব,প,ত,র, ,ক,র,ছ,ি,ল,ো
ব,্,য,ভ,ফ,া,র, ,ক,র,া,$,COPY	ব,্,য,ভ,ফ,া,র, ,ক,র,া
ব,্,য,ভ,ফ,া,র, ,ক,র,া,$,V,PRF,3,POL,PST	ব,্,য,ভ,ফ,া,র, ,ক,র,ে,ছ,ি,ল,ে,ন
ব,ব,আ,ব,ষ,ল,র, ,ক,র,া,$,COPY	ব,ব,আ,ব,ষ,ল,র, ,ক,র,া
ব,ব,আ,ব,ষ,ল,র, ,ক,র,া,$,V,3,INFM,PRS	ব,ব,আ,ব,ষ,ল,র, ,ক,র,ো
ব,স,য,ও,হ,া,র, ,ক,র,া,$,COPY	ব,স,য,ও,হ,া,র, ,ক,র,া
ব,স,য,ও,হ,া,র, ,ক,র,া,$,V,PRF,1,PST	ব,স,য,ও,হ,া,র, ,ক,র,ে,ছ,ি,ল,া,ম
ব,্,য,ব,ই,া,র, ,ক,র,া,$,COPY	ব,্,য,ব,ই,া,র, ,ক,র,া
ব,্,য,ব,ই,া,র, ,ক,র,া,$,V,PROG,3,INFM,PST	ব,্,য,ব,ই,া,র, ,ক,র,ছ,ি,ল,ে
ব,ভ,য,ব,হ,ঠ,র, ,ক,র,া,$,COPY	ব,ভ,য,ব,হ,ঠ,র, ,ক,র,া
ব,ভ,য,ব,হ,ঠ,র, ,ক,র,া,$,V,PRF,1,PRS	ব,ভ,য,ব,হ,ঠ,র, ,ক,র,ে,ছ,ি
ব,ক,য,ব,হ,া,র, ,ক,র,া,$,COPY	ব,ক,য,ব,হ,া,র, ,ক,র,া
ব,ক,য,ব,হ,া,র, ,ক,র,া,$,V,PROG,1,PRS	ব,ক,য,ব,হ,া,র, ,ক,র,ছ,ি
ব,্,য,ভ,হ,া,র, ,ক,র,া,$,COPY	ব,্,য,ভ,হ,া,র, ,ক,র,া
ব,্,য,ভ,হ,া,র, ,ক,র,া,$,V,1,FUT	ব,্,য,ভ,হ,া,র, ,ক,র,ব,ো
ব,র,ধ,ব,ঘ,ষ,র, ,ক,র,া,$,COPY	ব,র,ধ,ব,ঘ,ষ,র, ,ক,র,া
ব,র,ধ,ব,ঘ,ষ,র, ,ক,র,া,$,V,2,FUT,LGSPEC1	ব,র,ধ,ব,ঘ,ষ,র, ,ক,র,ব,ি
ব,্,য,া,হ,ঙ,র, ,ক,র,া,$,COPY	ব,্,য,া,হ,ঙ,র, ,ক,র,া
ব,্,য,া,হ,ঙ,র, ,ক,র,া,$,V,2,PST,LGSPEC1	ব,্,য,া,হ,ঙ,র, ,ক,র,ল,ি
ব,ত,ছ,ভ,হ,া,র, ,ক,র,া,$,COPY	ব,ত,ছ,ভ,হ,া,র, ,ক,র,া
ব,ত,ছ,ভ,হ,া,র, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	ব,ত,ছ,ভ,হ,া,র, ,ক,র,ছ,ি,ল,ি
ব,্,য,ব,হ,া,র, ,ক,র,া,$,V,3,POL,PRS	ব,্,য,ব,হ,া,র, ,ক,র,ে,ন
ব,্,য,ঠ,ঠ,া,র, ,ক,র,া,$,COPY	ব,্,য,ঠ,ঠ,া,র, ,ক,র,া
ব,্,য,ঠ,ঠ,া,র, ,ক,র,া,$,V,HAB,3,POL,PST	ব,্,য,ঠ,ঠ,া,র, ,ক,র,ত,ে,ন
ব,ণ,ব,ব,র,া,র, ,ক,র,া,$,COPY	ব,ণ,ব,ব,র,া,র, ,ক,র,া
ব,ণ,ব,ব,র,া,র, ,ক,র,া,$,V,HAB,1,PST	ব,ণ,ব,ব,র,া,র, ,ক,র,ত,া,ম
ব,্,ো,ধ,ঘ,ে,র, ,ক,র,া,$,COPY	ব,্,ো,ধ,ঘ,ে,র, ,ক,র,া
ব,্,ো,ধ,ঘ,ে,র, ,ক,র,া,$,V,3,INFM,PST	ব,্,ো,ধ,ঘ,ে,র, ,ক,র,ল,ে
ব,হ,র,ছ,ত,এ,র, ,ক,র,া,$,COPY	ব,হ,র,ছ,ত,এ,র, ,ক,র,া
ব,হ,র,ছ,ত,এ,র, ,ক,র,া,$,V,PRF,2,POL,PRS	ব,হ,র,ছ,ত,এ,র, ,ক,র,ে,ছ,ে
ব,্,ড,ব,ৃ,া,র, ,ক,র,া,$,COPY	ব,্,ড,ব,ৃ,া,র, ,ক,র,া
ব,্,ড,ব,ৃ,া,র, ,ক,র,া,$,V,2,POL,FUT	ব,্,ড,ব,ৃ,া,র, ,ক,র,ব,ে
চ,া,ঝ,য,়,া,$,COPY	চ,া,ঝ,য,়,া
চ,া,ঝ,য,়,া,$,V,3,INFM,PRS	চ,া,ঝ
়,শ,গ,া,$,COPY	়,শ,গ,া
়,শ,গ,া,$,V,2,POL,PRS	়,শ,গ,ে
জ,ণ,গ,া,$,COPY	জ,ণ,গ,া
জ,ণ,গ,া,$,V,HAB,2,PST,LGSPEC1	জ,ণ,গ,ত,ি,স
জ,অ,ভ,া,$,COPY	জ,অ,ভ,া
জ,অ,ভ,া,$,V,1,FUT	জ,অ,ভ,ব,ো
জ,র,প,া,$,COPY	জ,র,প,া
জ,র,প,া,$,V,PROG,2,PRS,LGSPEC1	জ,র,প,ছ,ি,স
ঢ,া,়,া,$,COPY	ঢ,া,়,া
ঢ,া,়,া,$,V,3,POL,PRS	ঢ,া,়,ে,ন
ছ,হ,ল,া,$,COPY	ছ,হ,ল,া
ছ,হ,ল,া,$,V,PROG,2,PST,LGSPEC1	ছ,হ,ল,ছ,ি,ল,ি
জ,া,ভ,া,$,V,PROG,3,INFM,PST	জ,া,ভ,ছ,ি,ল,ে
জ,া,়,া,$,COPY	জ,া,়,া
জ,া,়,া,$,V,HAB,2,POL,PST	জ,া,়,ত,ো
জ,র,ো,া,$,COPY	জ,র,ো,া
জ,র,ো,া,$,V,HAB,3,INFM,PST	জ,র,ো,ত,ে
জ,়,ক,া,$,COPY	জ,়,ক,া
জ,়,ক,া,$,V,3,INFM,PST	জ,়,ক,ল,ে
জ,া,ত,া,$,V,HAB,1,PST	জ,া,ত,ত,া,ম
জ,ঙ,ও,া,$,COPY	জ,ঙ,ও,া
জ,ঙ,ও,া,$,V,3,POL,FUT	জ,ঙ,ও,ব,ে,ন
জ,খ,গ,া,$,COPY	জ,খ,গ,া
জ,খ,গ,া,$,V,3,INFM,FUT	জ,খ,গ,ব,ে
দ,ধ,ন,া,$,COPY	দ,ধ,ন,া
দ,ধ,ন,া,$,V,PROG,1,PRS	দ,ধ,ন,ছ,ি
জ,়,গ,া,$,COPY	জ,়,গ,া
জ,়,গ,া,$,V,PROG,2,POL,PRS	জ,়,গ,ছ,ে
ফ,া,আ,া,$,COPY	ফ,া,আ,া
ফ,া,আ,া,$,V,2,PRS,LGSPEC1	ফ,া,আ,ি,স
জ,া,ী,া,$,COPY	জ,া,ী,া
জ,া,ী,া,$,V,1,PRS	জ,া,ী,ি
জ,ব,গ,া,$,COPY	জ,ব,গ,া
জ,ব,গ,া,$,V,3,INFM,PRS	জ,ব,গ,ো
জ,া,ি,া,$,V,2,PST,LGSPEC1	জ,া,ি,ল,ি
ণ,ো,গ,া,$,COPY	ণ,ো,গ,া
ণ,ো,গ,া,$,V,PROG,1,PST	ণ,ো,গ,ছ,ি,ল,া,ম
জ,া,গ,া,$,V,1,PST	জ,া,গ,ল,া,ম
জ,ষ,গ,া,$,COPY	জ,ষ,গ,া
জ,ষ,গ,া,$,V,NFIN	জ,ষ,গ,ত,ে
ফ,গ,গ,া,$,COPY	ফ,গ,গ,া
ফ,গ,গ,া,$,V,3,POL,PST	ফ,গ,গ,ল,ে,ন
জ,ল,গ,া,$,COPY	জ,ল,গ,া
জ,ল,গ,া,$,V,HAB,3,POL,PST	জ,ল,গ,ত,ে,ন
ফ,া,ই,া,$,V,2,POL,FUT	ফ,া,ই,ব,ে
জ,া,ঢ,া,$,V,PROG,2,POL,PST	জ,া,ঢ,ছ,ি,ল,ো
জ,া,গ,া,$,V,PROG,3,INFM,PRS	জ,া,গ,ছ,ো
জ,া,ী,া,$,V,PROG,3,POL,PST	জ,া,ী,ছ,ি,ল,ে,ন
ণ,া,গ,া,$,COPY	ণ,া,গ,া
ণ,া,গ,া,$,V,2,FUT,LGSPEC1	ণ,া,গ,ব,ি
জ,া,হ,া,$,COPY	জ,া,হ,া
জ,া,হ,া,$,V,2,POL,PST	জ,া,হ,ল,ো
ড,া,গ,া,$,COPY	ড,া,গ,া
ড,া,গ,া,$,V,PROG,3,POL,PRS	ড,া,গ,ছ,ে,ন
শ,হ,র,$,N,ACC,DEF,SG	শ,হ,র,ট,া
শ,হ,র,$,N,NOM,DEF,SG	শ,হ,র,ট,া
শ,হ,দ,$,COPY	শ,হ,দ
শ,হ,দ,$,N,LOC,DEF,PL	শ,হ,দ,গ,ু,ল,া,ত,ে
স,হ,ষ,$,COPY	স,হ,ষ
স,হ,ষ,$,N,NOM,NDEF	স,হ,ষ
শ,ঁ,র,$,COPY	শ,ঁ,র
শ,ঁ,র,$,N,LOC,DEF,SG	শ,ঁ,র,ট,া,ত,ে
হ,হ,র,$,COPY	হ,হ,র
হ,হ,র,$,N,LOC,NDEF	হ,হ,র,ে
অ,হ,ম,$,COPY	অ,হ,ম
অ,হ,ম,$,N,ACC,NDEF	অ,হ,ম
শ,হ,ঢ,$,COPY	শ,হ,ঢ
শ,হ,ঢ,$,N,NOM,DEF,PL	শ,হ,ঢ,গ,ু,ল,া
শ,উ,র,$,COPY	শ,উ,র
শ,উ,র,$,N,ACC,DEF,PL	শ,উ,র,গ,ু,ল,া
ধ,ক,উ,া,$,COPY	ধ,ক,উ,া
ধ,ক,উ,া,$,N,NOM,DEF,PL	ধ,ক,উ,া,গ,ু,ল,া
ঁ,ট,ত,া,$,COPY	ঁ,ট,ত,া
ঁ,ট,ত,া,$,N,LOC,DEF,SG	ঁ,ট,ত,া,ট,া,ত,ে
ছ,ব,ত,া,$,COPY	ছ,ব,ত,া
ছ,ব,ত,া,$,N,ACC,NDEF	ছ,ব,ত,া
ষ,দ,ত,া,$,COPY	ষ,দ,ত,া
ষ,দ,ত,া,$,N,NOM,DEF,SG	ষ,দ,ত,া,ট,া
উ,অ,ব,া,$,COPY	উ,অ,ব,া
উ,অ,ব,া,$,N,NOM,NDEF	উ,অ,ব,া
চ,়,ত,া,$,COPY	চ,়,ত,া
চ,়,ত,া,$,N,ACC,DEF,PL	চ,়,ত,া,গ,ু,ল,া
ছ,দ,ই,া,$,COPY	ছ,দ,ই,া
ছ,দ,ই,া,$,N,GEN,DEF,PL	ছ,দ,ই,া,গ,ু,ল,া,র
ব,ড,ত,া,$,COPY	ব,ড,ত,া
ব,ড,ত,া,$,N,ACC,DEF,SG	ব,ড,ত,া,ট,া
ত,া,ত,ল,$,COPY	ত,া,ত,ল
ত,া,ত,ল,$,N,LOC,NDEF	ত,া,ত,ল,ত,ে
ছ,ভ,ক,া,$,COPY	ছ,ভ,ক,া
ছ,ভ,ক,া,$,N,LOC,DEF,PL	ছ,ভ,ক,া,গ,ু,ল,া,ত,ে
ছ,া,চ,া,$,COPY	ছ,া,চ,া
ছ,া,চ,া,$,N,GEN,DEF,SG	ছ,া,চ,া,ট,া,র
ড,্,ি,ছ,$,COPY	ড,্,ি,ছ
ড,্,ি,ছ,$,N,GEN,NDEF	ড,্,ি,ছ,র
প,্,ক,ত,গ,ষ,া,উ,্,ত,া,$,COPY	প,্,ক,ত,গ,ষ,া,উ,্,ত,া
প,্,ক,ত,গ,ষ,া,উ,্,ত,া,$,N,NOM,NDEF	প,্,ক,ত,গ,ষ,া,উ,্,ত,া
প,্,ণ,ত,র,ষ,্,ঠ,ঢ,ত,া,$,COPY	প,্,ণ,ত,র,ষ,্,ঠ,ঢ,ত,া
প,্,ণ,ত,র,ষ,্,ঠ,ঢ,ত,া,$,N,NOM,DEF,SG	প,্,ণ,ত,র,ষ,্,ঠ,ঢ,ত,া,ট,া
প,্,র,ত,ফ,ব,প,ধ,ম,ত,া,$,COPY	প,্,র,ত,ফ,ব,প,ধ,ম,ত,া
প,্,র,ত,ফ,ব,প,ধ,ম,ত,া,$,N,NOM,DEF,PL	প,্,র,ত,ফ,ব,প,ধ,ম,ত,া,র,া
প,্,র,চ,ি,ষ,ঢ,ঠ,আ,ণ,া,$,COPY	প,্,র,চ,ি,ষ,ঢ,ঠ,আ,ণ,া
প,্,র,চ,ি,ষ,ঢ,ঠ,আ,ণ,া,$,N,ACC,DEF,PL	প,্,র,চ,ি,ষ,ঢ,ঠ,আ,ণ,া,দ,ে,র,ক,ে
প,্,র,য,ড,খ,্,ন,শ,ত,া,$,COPY	প,্,র,য,ড,খ,্,ন,শ,ত,া
প,্,র,য,ড,খ,্,ন,শ,ত,া,$,N,ACC,NDEF	প,্,র,য,ড,খ,্,ন,শ,ত,া
প,্,র,ত,উ,ষ,্,ব,া,ত,া,$,COPY	প,্,র,ত,উ,ষ,্,ব,া,ত,া
প,্,র,ত,উ,ষ,্,ব,া,ত,া,$,N,GEN,DEF,PL	প,্,র,ত,উ,ষ,্,ব,া,ত,া,দ,ে,র
প,ঝ,র,ত,ি,ষ,ট,স,ল,ত,া,$,COPY	প,ঝ,র,ত,ি,ষ,ট,স,ল,ত,া
প,ঝ,র,ত,ি,ষ,ট,স,ল,ত,া,$,N,ACC,DEF,SG	প,ঝ,র,ত,ি,ষ,ট,স,ল,ত,া,ট,া,ক,ে
প,্,র,ত,য,ফ,ে,ঠ,ঁ,ত,া,$,COPY	প,্,র,ত,য,ফ,ে,ঠ,ঁ,ত,া
প,্,র,ত,য,ফ,ে,ঠ,ঁ,ত,া,$,N,GEN,DEF,SG	প,্,র,ত,য,ফ,ে,ঠ,ঁ,ত,া,ট,া,র
প,্,ি,উ,ি,য,্,ঠ,জ,ষ,া,$,COPY	প,্,ি,উ,ি,য,্,ঠ,জ,ষ,া
প,্,ি,উ,ি,য,্,ঠ,জ,ষ,া,$,N,GEN,NDEF	প,্,ি,উ,ি,য,্,ঠ,জ,ষ,া,র
ে,ও,ষ,া,$,COPY	ে,ও,ষ,া
ে,ও,ষ,া,$,V,2,POL,PRS	ে,ও,ষ,ে
র,ো,ষ,া,$,COPY	র,ো,ষ,া
র,ো,ষ,া,$,V,3,POL,PRS	র,ো,ষ,ে,ন
খ,ল,জ,া,$,COPY	খ,ল,জ,া
খ,ল,জ,া,$,V,3,INFM,PRS	খ,ল,জ,ো
র,া,ঁ,া,$,COPY	র,া,ঁ,া
র,া,ঁ,া,$,V,HAB,2,POL,PST	র,া,ঁ,ত,ো
চ,ও,ব,া,$,COPY	চ,ও,ব,া
চ,ও,ব,া,$,V,PROG,2,POL,PST	চ,ও,ব,ছ,ি,ল,ো
র,া,খ,া,$,V,1,PST	র,া,খ,ল,া,ম
র,া,য,া,$,COPY	র,া,য,া
র,া,য,া,$,V,2,POL,PST	র,া,য,ল,ো
ু,ড,খ,া,$,COPY	ু,ড,খ,া
ু,ড,খ,া,$,V,PROG,3,INFM,PST	ু,ড,খ,ছ,ি,ল,ে
এ,ে,ফ,া,$,COPY	এ,ে,ফ,া
এ,ে,ফ,া,$,V,2,POL,PRS	এ,ে,ফ,ে
য,়,খ,া,$,COPY	য,়,খ,া
য,়,খ,া,$,V,HAB,2,PST,LGSPEC1	য,়,খ,ত,ি,স
ী,ঝ,্,া,$,COPY	ী,ঝ,্,া
ী,ঝ,্,া,$,V,3,POL,PRS	ী,ঝ,্,ে,ন
র,া,ড,া,$,COPY	র,া,ড,া
র,া,ড,া,$,V,PROG,2,PST,LGSPEC1	র,া,ড,ছ,ি,ল,ি
খ,়,খ,া,$,COPY	খ,়,খ,া
খ,়,খ,া,$,V,PROG,3,POL,PST	খ,়,খ,ছ,ি,ল,ে,ন
র,া,এ,া,$,COPY	র,া,এ,া
র,া,এ,া,$,V,NFIN	র,া,এ,ত,ে
ঙ,া,ু,া,$,COPY	ঙ,া,ু,া
ঙ,া,ু,া,$,V,2,PRS,LGSPEC1	ঙ,া,ু,ি,স
ছ,া,আ,া,$,COPY	ছ,া,আ,া
ছ,া,আ,া,$,V,2,POL,FUT	ছ,া,আ,ব,ে
স,া,ষ,া,$,V,HAB,3,INFM,PST	স,া,ষ,ত,ে
ব,া,খ,া,$,COPY	ব,া,খ,া
ব,া,খ,া,$,V,3,POL,PST	ব,া,খ,ল,ে,ন
র,ত,খ,া,$,COPY	র,ত,খ,া
র,ত,খ,া,$,V,2,PST,LGSPEC1	র,ত,খ,ল,ি
র,া,়,া,$,COPY	র,া,়,া
র,া,়,া,$,V,PROG,1,PST	র,া,়,ছ,ি,ল,া,ম
ভ,া,ভ,া,$,COPY	ভ,া,ভ,া
ভ,া,ভ,া,$,V,PROG,1,PRS	ভ,া,ভ,ছ,ি
গ,জ,খ,া,$,COPY	গ,জ,খ,া
গ,জ,খ,া,$,V,3,POL,FUT	গ,জ,খ,ব,ে,ন
ু,চ,খ,া,$,COPY	ু,চ,খ,া
ু,চ,খ,া,$,V,PROG,2,PRS,LGSPEC1	ু,চ,খ,ছ,ি,স
ী,া,ড,া,$,COPY	ী,া,ড,া
ী,া,ড,া,$,V,3,INFM,FUT	ী,া,ড,ব,ে
র,া,ঙ,া,$,COPY	র,া,ঙ,া
র,া,ঙ,া,$,V,HAB,3,POL,PST	র,া,ঙ,ত,ে,ন
র,া,ঢ,া,$,V,3,INFM,PST	র,া,ঢ,ল,ে
ণ,া,ধ,া,$,COPY	ণ,া,ধ,া
ণ,া,ধ,া,$,V,3,INFM,PRS	ণ,া,ধ,ো
এ,ঙ,খ,া,$,COPY	এ,ঙ,খ,া
এ,ঙ,খ,া,$,V,2,FUT,LGSPEC1	এ,ঙ,খ,ব,ি
ে,া,খ,া,$,V,1,PRS	ে,া,খ,ি
উ,া,খ,া,$,V,HAB,1,PST	উ,া,খ,ত,া,ম
ঘ,া,খ,া,$,COPY	ঘ,া,খ,া
ঘ,া,খ,া,$,V,PROG,3,INFM,PRS	ঘ,া,খ,ছ,ো
র,া,খ,া,$,V,PROG,3,POL,PRS	র,া,খ,ছ,ে,ন
উ,চ,খ,া,$,COPY	উ,চ,খ,া
উ,চ,খ,া,$,V,PROG,2,POL,PRS	উ,চ,খ,ছ,ে
র,আ,শ,া,$,COPY	র,আ,শ,া
র,আ,শ,া,$,V,1,FUT	র,আ,শ,ব,ো
ছ,অ,ঢ,ে,$,COPY	ছ,অ,ঢ,ে
ছ,অ,ঢ,ে,$,N,GEN,DEF,SG	ছ,অ,ঢ,ে,ট,া,র
ঙ,ম,ল,এ,$,COPY	ঙ,ম,ল,এ
ঙ,ম,ল,এ,$,N,NOM,DEF,PL	ঙ,ম,ল,এ,র,া
য,ে,র,ে,$,COPY	য,ে,র,ে
য,ে,র,ে,$,N,ACC,NDEF	য,ে,র,ে
ছ,ঁ,ু,ে,$,COPY	ছ,ঁ,ু,ে
ছ,ঁ,ু,ে,$,N,NOM,NDEF	ছ,ঁ,ু,ে
